user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,class
50197,2023-02-14 00:00:00,2023-05-29 04:00:00,15,DEV9713,Ads,FireFox,F,45,192.168.181.3,0
12261,2023-03-21 00:00:00,2023-05-25 04:00:00,388,DEV1404,Direct,Chrome,M,58,192.168.78.223,0
36512,2023-02-08 00:00:00,2023-01-22 05:00:00,372,DEV6138,Ads,IE,M,18,192.168.23.22,0
16716,2023-08-28 00:00:00,2023-09-11 15:00:00,353,DEV9771,Ads,IE,M,25,192.168.88.176,0
96795,2023-02-14 00:00:00,2023-07-11 00:00:00,265,DEV7158,Ads,Chrome,M,62,192.168.217.20,0
38933,2023-03-19 00:00:00,2023-07-24 08:00:00,415,DEV5421,SEO,FireFox,M,58,192.168.197.149,0
14378,2023-10-15 00:00:00,2023-05-12 20:00:00,207,DEV4697,Direct,IE,F,64,192.168.121.108,0
50583,2023-10-07 00:00:00,2023-03-04 06:00:00,161,DEV6066,SEO,Safari,M,60,192.168.230.228,0
95371,2023-04-26 00:00:00,2023-07-02 10:00:00,327,DEV1157,SEO,IE,F,43,192.168.202.36,0
39033,2023-09-26 00:00:00,2023-07-08 14:00:00,179,DEV4175,Direct,Safari,F,53,192.168.29.30,0
34000,2023-02-22 00:00:00,2023-10-30 23:00:00,257,DEV6911,Direct,Chrome,M,46,192.168.32.108,0
85868,2023-03-09 00:00:00,2023-03-10 04:00:00,258,DEV8043,SEO,FireFox,F,57,192.168.75.154,0
52604,2023-07-01 00:00:00,2023-03-05 18:00:00,159,DEV8921,SEO,Safari,F,62,192.168.249.77,0
78336,2023-02-03 00:00:00,2023-09-24 05:00:00,219,DEV1805,Ads,FireFox,M,21,192.168.254.116,0
83869,2023-10-11 00:00:00,2023-09-12 22:00:00,409,DEV9705,Direct,FireFox,F,59,192.168.57.128,1
15410,2023-09-06 00:00:00,2023-06-08 13:00:00,237,DEV8235,SEO,Chrome,F,19,192.168.63.249,0
93375,2023-04-21 00:00:00,2023-10-21 19:00:00,253,DEV1503,Ads,IE,M,47,192.168.108.113,0
66044,2023-04-04 00:00:00,2023-01-26 13:00:00,150,DEV8236,SEO,IE,M,64,192.168.112.71,1
73315,2023-06-28 00:00:00,2023-07-05 10:00:00,129,DEV8726,SEO,IE,F,37,192.168.71.231,0
81344,2023-02-16 00:00:00,2023-02-07 03:00:00,302,DEV6986,Direct,FireFox,M,47,192.168.220.25,0
16796,2023-10-09 00:00:00,2023-05-19 09:00:00,189,DEV6183,SEO,IE,F,35,192.168.89.176,0
96716,2023-04-02 00:00:00,2023-08-21 01:00:00,417,DEV3639,Direct,IE,F,47,192.168.211.171,0
64245,2023-07-31 00:00:00,2023-09-11 03:00:00,134,DEV9957,SEO,Chrome,F,63,192.168.42.48,0
53056,2023-03-16 00:00:00,2023-09-05 19:00:00,476,DEV1236,Ads,IE,M,52,192.168.179.70,0
27709,2023-07-21 00:00:00,2023-08-30 09:00:00,251,DEV5491,Direct,FireFox,M,18,192.168.159.105,0
68557,2023-10-24 00:00:00,2023-04-12 00:00:00,221,DEV6960,Direct,Chrome,M,20,192.168.54.112,0
27543,2023-07-30 00:00:00,2023-01-13 13:00:00,484,DEV2799,Ads,IE,M,40,192.168.249.17,0
47418,2023-05-14 00:00:00,2023-04-01 17:00:00,26,DEV4387,Direct,Safari,F,62,192.168.122.213,0
26724,2023-03-07 00:00:00,2023-02-23 11:00:00,25,DEV4999,Ads,IE,M,57,192.168.186.28,0
13828,2023-10-07 00:00:00,2023-06-14 18:00:00,394,DEV2446,Direct,FireFox,M,39,192.168.159.181,0
27087,2023-01-28 00:00:00,2023-02-03 22:00:00,350,DEV1131,Direct,Chrome,M,61,192.168.240.83,1
22605,2023-04-27 00:00:00,2023-04-19 11:00:00,390,DEV7369,Direct,IE,F,32,192.168.30.170,0
41337,2023-04-24 00:00:00,2023-06-30 04:00:00,484,DEV6592,Direct,Safari,F,58,192.168.168.135,1
15482,2023-03-16 00:00:00,2023-06-07 03:00:00,266,DEV5213,SEO,IE,F,33,192.168.42.227,0
75333,2023-07-21 00:00:00,2023-05-13 12:00:00,295,DEV7059,SEO,Chrome,M,44,192.168.178.135,0
98296,2023-02-28 00:00:00,2023-05-02 17:00:00,477,DEV2458,SEO,Chrome,F,49,192.168.124.8,0
60952,2023-01-15 00:00:00,2023-05-20 11:00:00,289,DEV6298,Direct,Chrome,F,51,192.168.77.173,0
15463,2023-08-19 00:00:00,2023-03-19 15:00:00,55,DEV3022,SEO,Chrome,M,59,192.168.32.57,0
80448,2023-04-15 00:00:00,2023-08-15 22:00:00,267,DEV2948,Direct,Chrome,F,29,192.168.78.221,0
14648,2023-06-14 00:00:00,2023-04-16 05:00:00,152,DEV7605,Direct,FireFox,F,35,192.168.93.231,1
43623,2023-07-18 00:00:00,2023-06-04 06:00:00,294,DEV7861,Ads,Safari,F,35,192.168.158.196,0
69156,2023-02-04 00:00:00,2023-02-12 23:00:00,364,DEV8271,Ads,Safari,F,21,192.168.82.47,1
45634,2023-06-11 00:00:00,2023-10-23 08:00:00,327,DEV8867,Ads,Safari,M,51,192.168.105.138,1
54602,2023-09-02 00:00:00,2023-01-15 09:00:00,22,DEV5718,Direct,FireFox,M,56,192.168.127.228,0
59334,2023-10-14 00:00:00,2023-05-08 04:00:00,476,DEV5150,Ads,Chrome,F,36,192.168.73.111,1
78648,2023-01-19 00:00:00,2023-05-30 20:00:00,330,DEV1523,Ads,IE,M,60,192.168.127.99,0
32054,2023-10-07 00:00:00,2023-08-28 03:00:00,54,DEV3481,Direct,FireFox,F,62,192.168.160.188,0
80028,2023-07-01 00:00:00,2023-06-19 10:00:00,56,DEV5484,Direct,Chrome,M,48,192.168.87.14,0
32207,2023-05-27 00:00:00,2023-10-31 18:00:00,25,DEV7810,SEO,FireFox,F,48,192.168.28.230,0
90650,2023-06-25 00:00:00,2023-09-16 06:00:00,391,DEV8502,Direct,IE,F,59,192.168.154.19,0
91554,2023-06-12 00:00:00,2023-10-10 12:00:00,116,DEV9537,SEO,IE,M,37,192.168.163.13,0
31386,2023-06-24 00:00:00,2023-07-15 12:00:00,12,DEV3312,Direct,Safari,F,37,192.168.252.36,0
93276,2023-02-16 00:00:00,2023-02-19 20:00:00,113,DEV8015,Ads,FireFox,M,49,192.168.240.227,0
69518,2023-09-13 00:00:00,2023-08-22 22:00:00,463,DEV8271,Direct,IE,M,37,192.168.100.215,0
62781,2023-06-23 00:00:00,2023-06-11 17:00:00,104,DEV1140,SEO,Chrome,F,33,192.168.48.234,0
62780,2023-04-13 00:00:00,2023-05-30 08:00:00,142,DEV7892,Direct,Safari,M,36,192.168.163.185,0
71440,2023-05-01 00:00:00,2023-05-18 12:00:00,419,DEV8776,Direct,IE,M,48,192.168.249.220,0
54199,2023-05-25 00:00:00,2023-06-06 12:00:00,357,DEV3883,Ads,Safari,F,30,192.168.14.166,0
71035,2023-02-11 00:00:00,2023-10-22 04:00:00,280,DEV8628,Direct,Chrome,F,37,192.168.4.237,0
18210,2023-01-29 00:00:00,2023-08-16 11:00:00,210,DEV8461,Ads,Chrome,M,60,192.168.96.230,0
54363,2023-09-30 00:00:00,2023-08-18 00:00:00,263,DEV4460,SEO,FireFox,F,29,192.168.236.44,0
88279,2023-01-14 00:00:00,2023-06-04 17:00:00,192,DEV3584,Direct,Chrome,M,64,192.168.128.46,0
70348,2023-07-08 00:00:00,2023-10-14 20:00:00,159,DEV5733,SEO,Chrome,F,43,192.168.33.231,1
65284,2023-10-22 00:00:00,2023-09-09 20:00:00,46,DEV7547,Direct,Chrome,F,52,192.168.248.135,0
82124,2023-07-02 00:00:00,2023-03-11 21:00:00,478,DEV2307,Ads,Safari,F,58,192.168.215.237,0
78847,2023-02-05 00:00:00,2023-04-18 23:00:00,499,DEV3852,Direct,Chrome,F,27,192.168.53.86,0
32432,2023-02-06 00:00:00,2023-07-10 16:00:00,422,DEV3224,Ads,Safari,M,29,192.168.227.59,0
74089,2023-01-14 00:00:00,2023-05-04 09:00:00,419,DEV4444,SEO,IE,F,41,192.168.204.36,0
65398,2023-05-03 00:00:00,2023-04-23 08:00:00,335,DEV2251,SEO,IE,F,26,192.168.173.17,0
13321,2023-03-24 00:00:00,2023-03-08 19:00:00,148,DEV2395,Ads,Safari,F,22,192.168.9.250,0
91348,2023-06-08 00:00:00,2023-10-22 07:00:00,109,DEV5741,Direct,Safari,M,48,192.168.67.198,0
47383,2023-04-12 00:00:00,2023-05-19 14:00:00,413,DEV1756,Ads,Chrome,F,51,192.168.227.85,0
88682,2023-03-24 00:00:00,2023-04-06 12:00:00,245,DEV8304,Ads,Chrome,M,62,192.168.106.234,0
89190,2023-02-13 00:00:00,2023-07-29 20:00:00,93,DEV3620,Ads,Safari,F,28,192.168.75.151,0
62893,2023-03-09 00:00:00,2023-03-22 16:00:00,356,DEV3429,Ads,FireFox,M,26,192.168.46.36,0
45820,2023-02-17 00:00:00,2023-04-18 08:00:00,463,DEV8805,SEO,FireFox,M,39,192.168.199.211,0
76262,2023-02-26 00:00:00,2023-11-06 23:00:00,42,DEV5024,Ads,FireFox,M,57,192.168.42.209,0
13760,2023-03-16 00:00:00,2023-07-05 20:00:00,130,DEV1034,Ads,IE,M,64,192.168.24.241,0
32190,2023-01-22 00:00:00,2023-08-31 10:00:00,39,DEV8433,SEO,Chrome,M,45,192.168.86.229,0
77411,2023-05-12 00:00:00,2023-03-26 03:00:00,443,DEV1020,SEO,Safari,M,33,192.168.145.178,0
33377,2023-09-24 00:00:00,2023-06-02 23:00:00,43,DEV3312,SEO,IE,F,27,192.168.251.45,1
56737,2023-10-14 00:00:00,2023-02-02 06:00:00,142,DEV1456,Direct,IE,F,51,192.168.202.186,1
79569,2023-04-30 00:00:00,2023-07-10 19:00:00,217,DEV8287,Direct,Chrome,M,32,192.168.166.77,0
48211,2023-09-03 00:00:00,2023-02-24 22:00:00,149,DEV8900,SEO,Safari,F,35,192.168.111.253,0
92909,2023-02-25 00:00:00,2023-04-12 21:00:00,85,DEV5478,Ads,FireFox,M,62,192.168.85.236,0
13744,2023-02-07 00:00:00,2023-10-06 02:00:00,84,DEV2062,Ads,Chrome,M,48,192.168.165.182,0
34995,2023-09-02 00:00:00,2023-02-13 09:00:00,317,DEV8920,SEO,IE,F,22,192.168.78.4,0
26977,2023-01-21 00:00:00,2023-06-25 02:00:00,316,DEV8127,SEO,IE,M,50,192.168.112.132,0
44542,2023-04-20 00:00:00,2023-03-21 00:00:00,414,DEV8189,Direct,IE,F,46,192.168.120.177,1
20651,2023-04-04 00:00:00,2023-07-25 13:00:00,464,DEV9094,SEO,IE,F,20,192.168.41.146,0
88931,2023-05-16 00:00:00,2023-05-23 12:00:00,67,DEV9238,Direct,FireFox,F,40,192.168.161.52,0
26715,2023-08-19 00:00:00,2023-09-14 04:00:00,107,DEV5841,SEO,Safari,M,27,192.168.207.20,0
54409,2023-01-08 00:00:00,2023-06-27 07:00:00,134,DEV5634,Ads,FireFox,M,64,192.168.44.223,0
34306,2023-10-17 00:00:00,2023-10-14 11:00:00,457,DEV8649,SEO,IE,F,49,192.168.59.180,0
29086,2023-09-08 00:00:00,2023-06-15 05:00:00,358,DEV6167,Ads,Safari,M,44,192.168.245.18,0
24376,2023-03-28 00:00:00,2023-02-02 23:00:00,143,DEV5774,SEO,Chrome,F,53,192.168.215.34,1
71350,2023-07-23 00:00:00,2023-07-29 22:00:00,493,DEV6079,Direct,Chrome,F,41,192.168.81.248,0
81425,2023-08-07 00:00:00,2023-10-12 01:00:00,235,DEV8248,SEO,FireFox,M,37,192.168.13.85,0
46636,2023-08-29 00:00:00,2023-03-01 23:00:00,442,DEV2653,Ads,Chrome,M,20,192.168.102.221,0
96120,2023-09-15 00:00:00,2023-07-15 03:00:00,209,DEV1044,Ads,IE,F,22,192.168.11.176,0
61649,2023-04-19 00:00:00,2023-01-30 04:00:00,46,DEV5370,Ads,Safari,F,20,192.168.203.221,0
44610,2023-09-13 00:00:00,2023-05-06 10:00:00,147,DEV4764,SEO,Safari,M,57,192.168.2.118,0
20058,2023-10-09 00:00:00,2023-04-12 12:00:00,217,DEV4032,Direct,FireFox,F,23,192.168.103.95,0
84637,2023-08-08 00:00:00,2023-03-04 07:00:00,203,DEV5327,Direct,Safari,M,32,192.168.154.219,0
88033,2023-03-24 00:00:00,2023-05-13 20:00:00,65,DEV1085,Direct,Chrome,F,23,192.168.209.244,0
80194,2023-04-17 00:00:00,2023-10-02 04:00:00,348,DEV2613,Ads,FireFox,F,40,192.168.116.152,0
86917,2023-03-10 00:00:00,2023-01-14 05:00:00,336,DEV7781,Ads,IE,F,47,192.168.254.142,0
74200,2023-04-07 00:00:00,2023-06-28 14:00:00,331,DEV8227,Direct,FireFox,F,56,192.168.114.236,0
56619,2023-07-31 00:00:00,2023-10-18 22:00:00,310,DEV4291,Direct,Chrome,F,57,192.168.239.26,0
27154,2023-10-13 00:00:00,2023-10-27 15:00:00,96,DEV9779,SEO,Chrome,F,38,192.168.14.157,0
29539,2023-08-25 00:00:00,2023-03-24 10:00:00,104,DEV9794,SEO,Chrome,F,62,192.168.202.186,0
70058,2023-01-08 00:00:00,2023-05-27 06:00:00,205,DEV7781,SEO,FireFox,M,54,192.168.172.180,0
72068,2023-10-21 00:00:00,2023-09-23 05:00:00,201,DEV4516,Direct,FireFox,F,39,192.168.77.44,0
87313,2023-07-08 00:00:00,2023-05-31 11:00:00,153,DEV2256,Direct,Safari,M,19,192.168.91.199,0
40373,2023-03-22 00:00:00,2023-08-06 03:00:00,19,DEV4035,Direct,FireFox,F,31,192.168.188.10,0
43154,2023-04-18 00:00:00,2023-09-27 13:00:00,250,DEV8516,Ads,IE,F,35,192.168.77.178,0
16031,2023-03-08 00:00:00,2023-09-30 10:00:00,158,DEV6286,Direct,FireFox,F,32,192.168.110.213,0
81975,2023-06-23 00:00:00,2023-10-08 11:00:00,485,DEV5955,SEO,Safari,F,54,192.168.216.201,0
32785,2023-02-12 00:00:00,2023-02-17 01:00:00,149,DEV1637,SEO,IE,M,19,192.168.227.166,0
88928,2023-07-06 00:00:00,2023-08-01 10:00:00,22,DEV1152,Ads,IE,M,60,192.168.23.133,0
38669,2023-07-19 00:00:00,2023-08-22 12:00:00,263,DEV6909,SEO,FireFox,F,37,192.168.32.149,0
12282,2023-02-08 00:00:00,2023-03-03 10:00:00,497,DEV3738,SEO,Safari,M,27,192.168.59.147,0
44624,2023-08-08 00:00:00,2023-04-01 08:00:00,90,DEV1138,Ads,Safari,M,22,192.168.10.114,0
58438,2023-01-04 00:00:00,2023-08-09 20:00:00,219,DEV7239,SEO,IE,M,49,192.168.34.162,0
99900,2023-05-01 00:00:00,2023-01-17 15:00:00,382,DEV1725,Ads,IE,F,19,192.168.64.105,0
77534,2023-03-18 00:00:00,2023-02-24 04:00:00,403,DEV6700,SEO,Safari,F,61,192.168.89.205,0
41705,2023-06-28 00:00:00,2023-10-14 11:00:00,387,DEV3365,Ads,Chrome,M,22,192.168.176.65,0
48244,2023-05-13 00:00:00,2023-09-26 02:00:00,229,DEV1018,Ads,Chrome,F,38,192.168.173.132,1
84964,2023-08-17 00:00:00,2023-06-01 15:00:00,406,DEV2961,Direct,FireFox,F,35,192.168.166.78,0
47437,2023-10-03 00:00:00,2023-09-25 18:00:00,427,DEV2851,Ads,Safari,F,57,192.168.212.220,0
87872,2023-06-01 00:00:00,2023-10-22 16:00:00,68,DEV8112,SEO,IE,M,21,192.168.178.148,0
84878,2023-06-13 00:00:00,2023-02-16 10:00:00,137,DEV6521,Direct,Chrome,M,49,192.168.165.243,0
82982,2023-10-17 00:00:00,2023-02-24 20:00:00,314,DEV1100,Direct,IE,M,53,192.168.163.13,0
60583,2023-04-19 00:00:00,2023-05-10 18:00:00,271,DEV9784,Direct,IE,F,21,192.168.160.22,0
48392,2023-05-06 00:00:00,2023-02-25 17:00:00,277,DEV7838,Ads,Safari,F,34,192.168.71.211,0
17461,2023-08-28 00:00:00,2023-05-30 08:00:00,38,DEV8135,Ads,IE,F,59,192.168.165.46,0
20516,2023-05-26 00:00:00,2023-03-04 12:00:00,342,DEV7029,Direct,Safari,F,50,192.168.63.229,0
89285,2023-09-09 00:00:00,2023-11-07 05:00:00,389,DEV3509,Ads,IE,F,39,192.168.174.0,0
27514,2023-07-02 00:00:00,2023-10-25 02:00:00,291,DEV2955,SEO,Chrome,F,35,192.168.41.67,0
46268,2023-03-13 00:00:00,2023-10-11 22:00:00,77,DEV8078,SEO,Safari,F,44,192.168.205.213,0
46788,2023-08-07 00:00:00,2023-10-06 11:00:00,216,DEV8543,SEO,IE,F,32,192.168.203.24,1
85749,2023-07-26 00:00:00,2023-10-16 08:00:00,281,DEV5780,Ads,FireFox,M,42,192.168.115.111,0
71049,2023-06-22 00:00:00,2023-03-13 08:00:00,318,DEV1910,SEO,FireFox,M,27,192.168.184.179,0
72493,2023-05-21 00:00:00,2023-03-05 14:00:00,412,DEV7163,SEO,FireFox,F,33,192.168.134.134,0
46027,2023-09-29 00:00:00,2023-03-20 00:00:00,184,DEV8993,Ads,FireFox,F,21,192.168.183.166,0
52849,2023-08-02 00:00:00,2023-09-09 17:00:00,227,DEV7715,Ads,Chrome,F,48,192.168.197.82,0
27858,2023-09-26 00:00:00,2023-10-07 14:00:00,169,DEV7142,SEO,Chrome,F,49,192.168.238.185,0
94162,2023-01-20 00:00:00,2023-09-19 07:00:00,335,DEV7605,Direct,FireFox,F,41,192.168.150.251,0
89003,2023-03-07 00:00:00,2023-10-21 10:00:00,253,DEV2181,Direct,IE,M,35,192.168.117.137,0
62395,2023-05-27 00:00:00,2023-03-22 16:00:00,262,DEV8531,Ads,Chrome,M,49,192.168.107.199,0
49758,2023-06-14 00:00:00,2023-04-20 13:00:00,463,DEV1604,Ads,FireFox,M,45,192.168.163.198,0
64312,2023-01-06 00:00:00,2023-03-12 18:00:00,198,DEV6849,Ads,Chrome,F,28,192.168.118.130,0
78670,2023-01-14 00:00:00,2023-04-23 22:00:00,270,DEV3370,Direct,Chrome,F,25,192.168.71.76,0
92279,2023-05-12 00:00:00,2023-05-09 23:00:00,452,DEV1202,SEO,IE,F,18,192.168.222.140,0
25434,2023-08-31 00:00:00,2023-01-27 04:00:00,395,DEV1242,Direct,IE,F,19,192.168.217.175,1
74047,2023-08-19 00:00:00,2023-11-11 01:00:00,139,DEV7231,Ads,Safari,F,38,192.168.111.65,0
57775,2023-08-16 00:00:00,2023-07-20 14:00:00,494,DEV4740,Direct,IE,M,36,192.168.130.62,0
85769,2023-06-11 00:00:00,2023-08-10 18:00:00,12,DEV3721,Ads,FireFox,F,59,192.168.14.240,1
76677,2023-10-10 00:00:00,2023-03-29 15:00:00,463,DEV7026,SEO,Safari,M,47,192.168.129.188,0
93555,2023-09-20 00:00:00,2023-02-25 12:00:00,360,DEV9851,Ads,FireFox,F,57,192.168.186.144,0
95920,2023-05-11 00:00:00,2023-04-13 06:00:00,52,DEV9904,SEO,IE,M,42,192.168.229.10,0
55734,2023-08-13 00:00:00,2023-01-23 16:00:00,142,DEV6219,SEO,IE,M,26,192.168.4.69,0
98503,2023-09-15 00:00:00,2023-08-26 18:00:00,187,DEV9438,Direct,Chrome,F,59,192.168.66.22,0
50603,2023-08-22 00:00:00,2023-11-07 06:00:00,275,DEV1730,Ads,FireFox,M,45,192.168.95.62,0
86708,2023-01-24 00:00:00,2023-01-27 11:00:00,420,DEV2560,Direct,Safari,F,54,192.168.131.238,0
91926,2023-09-28 00:00:00,2023-11-09 12:00:00,33,DEV9687,Ads,IE,M,49,192.168.28.144,0
78803,2023-04-05 00:00:00,2023-03-13 12:00:00,31,DEV6408,Ads,Safari,M,58,192.168.222.162,0
49332,2023-05-22 00:00:00,2023-02-22 13:00:00,354,DEV7558,Ads,IE,F,28,192.168.175.84,0
31312,2023-07-01 00:00:00,2023-03-19 14:00:00,12,DEV3575,Direct,IE,M,38,192.168.252.86,0
94526,2023-07-25 00:00:00,2023-08-10 01:00:00,409,DEV8508,Direct,Chrome,M,41,192.168.47.222,0
54179,2023-03-22 00:00:00,2023-08-01 05:00:00,167,DEV2082,Ads,Safari,M,18,192.168.248.52,0
81442,2023-10-01 00:00:00,2023-08-12 08:00:00,377,DEV3753,Direct,IE,M,33,192.168.192.116,0
50379,2023-10-03 00:00:00,2023-04-29 14:00:00,436,DEV3958,Ads,IE,F,41,192.168.202.0,0
27297,2023-07-27 00:00:00,2023-10-21 19:00:00,13,DEV9735,Direct,Chrome,F,27,192.168.134.232,0
12011,2023-10-23 00:00:00,2023-04-14 15:00:00,116,DEV7833,Direct,IE,M,49,192.168.76.117,0
54014,2023-02-08 00:00:00,2023-08-23 01:00:00,305,DEV5314,SEO,Chrome,F,45,192.168.83.197,0
21738,2023-10-15 00:00:00,2023-08-23 02:00:00,281,DEV6090,Direct,Chrome,F,50,192.168.29.112,0
57498,2023-05-04 00:00:00,2023-09-06 22:00:00,241,DEV3150,Ads,Chrome,F,55,192.168.115.69,0
21120,2023-10-10 00:00:00,2023-05-08 19:00:00,370,DEV7103,Direct,IE,F,39,192.168.97.98,0
18767,2023-06-29 00:00:00,2023-04-11 22:00:00,247,DEV1883,Direct,Chrome,F,18,192.168.83.165,0
32852,2023-04-07 00:00:00,2023-10-26 20:00:00,81,DEV3677,Ads,Safari,M,52,192.168.157.242,0
89239,2023-07-10 00:00:00,2023-10-18 07:00:00,97,DEV6238,Direct,Safari,F,62,192.168.96.53,0
10929,2023-03-15 00:00:00,2023-01-29 07:00:00,25,DEV4975,SEO,Safari,M,29,192.168.87.222,0
87487,2023-09-30 00:00:00,2023-07-04 20:00:00,383,DEV1006,SEO,Safari,M,63,192.168.143.103,0
27438,2023-02-18 00:00:00,2023-04-26 06:00:00,100,DEV8645,SEO,Chrome,M,42,192.168.15.26,0
58515,2023-07-29 00:00:00,2023-10-26 10:00:00,459,DEV6400,SEO,FireFox,F,45,192.168.99.21,1
15744,2023-04-26 00:00:00,2023-09-15 21:00:00,448,DEV3089,Ads,IE,F,34,192.168.142.45,0
93820,2023-01-23 00:00:00,2023-06-01 12:00:00,29,DEV5191,Ads,IE,M,33,192.168.128.245,0
52417,2023-04-08 00:00:00,2023-11-04 07:00:00,444,DEV6623,SEO,FireFox,M,49,192.168.155.160,0
17069,2023-07-09 00:00:00,2023-07-22 08:00:00,221,DEV3293,Ads,FireFox,M,62,192.168.99.142,0
52359,2023-07-01 00:00:00,2023-11-09 15:00:00,93,DEV8391,Direct,IE,M,21,192.168.222.56,0
29799,2023-05-28 00:00:00,2023-10-28 04:00:00,348,DEV5209,Direct,IE,M,64,192.168.69.195,0
80188,2023-01-23 00:00:00,2023-08-06 22:00:00,450,DEV5425,Direct,FireFox,F,58,192.168.185.19,0
99859,2023-04-15 00:00:00,2023-09-15 13:00:00,135,DEV4224,SEO,Safari,F,28,192.168.3.9,0
17597,2023-06-12 00:00:00,2023-06-01 00:00:00,60,DEV2240,SEO,Chrome,M,37,192.168.6.218,0
57093,2023-03-08 00:00:00,2023-08-20 23:00:00,27,DEV8517,Ads,IE,F,43,192.168.56.133,0
47226,2023-10-17 00:00:00,2023-08-23 18:00:00,470,DEV4493,Ads,IE,M,24,192.168.54.158,1
82127,2023-10-16 00:00:00,2023-07-13 16:00:00,346,DEV4590,Ads,IE,M,48,192.168.63.163,0
87362,2023-02-15 00:00:00,2023-11-11 21:00:00,452,DEV9908,SEO,Safari,F,24,192.168.90.12,0
36417,2023-03-22 00:00:00,2023-07-17 13:00:00,362,DEV9455,Ads,Safari,F,21,192.168.74.116,0
28693,2023-05-27 00:00:00,2023-05-03 12:00:00,126,DEV7944,Direct,IE,F,25,192.168.72.199,0
89674,2023-08-10 00:00:00,2023-07-10 07:00:00,133,DEV1317,Direct,Safari,M,31,192.168.188.9,0
63161,2023-01-15 00:00:00,2023-07-28 02:00:00,37,DEV3207,Direct,IE,F,39,192.168.193.151,0
12169,2023-05-01 00:00:00,2023-03-21 00:00:00,462,DEV1640,SEO,Chrome,F,40,192.168.98.161,0
94092,2023-03-19 00:00:00,2023-04-06 18:00:00,421,DEV1858,Ads,Safari,M,42,192.168.177.74,0
32052,2023-10-22 00:00:00,2023-02-18 14:00:00,354,DEV5243,Ads,Chrome,F,53,192.168.115.128,1
81849,2023-08-29 00:00:00,2023-05-21 20:00:00,477,DEV9243,SEO,FireFox,M,43,192.168.4.154,0
83851,2023-01-18 00:00:00,2023-01-20 07:00:00,478,DEV2019,SEO,IE,M,41,192.168.6.241,0
18036,2023-09-13 00:00:00,2023-01-13 08:00:00,150,DEV8900,Direct,Safari,M,35,192.168.100.243,0
41778,2023-10-04 00:00:00,2023-11-08 12:00:00,15,DEV9479,SEO,Chrome,F,38,192.168.229.0,0
37734,2023-01-27 00:00:00,2023-06-09 11:00:00,166,DEV6373,Direct,Safari,M,64,192.168.31.144,0
33173,2023-01-02 00:00:00,2023-03-18 08:00:00,115,DEV7357,Direct,FireFox,M,22,192.168.17.67,0
40403,2023-10-22 00:00:00,2023-07-22 19:00:00,128,DEV6211,Ads,Chrome,M,32,192.168.48.12,0
76321,2023-08-27 00:00:00,2023-04-17 23:00:00,146,DEV8772,Direct,FireFox,F,48,192.168.68.149,1
81675,2023-01-13 00:00:00,2023-01-29 10:00:00,38,DEV5738,Ads,FireFox,F,43,192.168.153.67,0
16344,2023-07-03 00:00:00,2023-04-18 04:00:00,175,DEV4901,Direct,Chrome,M,21,192.168.86.132,0
28800,2023-07-13 00:00:00,2023-03-08 18:00:00,74,DEV8902,Ads,Safari,M,21,192.168.136.76,0
35372,2023-02-25 00:00:00,2023-04-27 20:00:00,65,DEV5933,SEO,Chrome,F,61,192.168.61.72,0
71516,2023-08-18 00:00:00,2023-04-08 17:00:00,295,DEV8670,Ads,FireFox,M,36,192.168.67.217,0
30538,2023-01-28 00:00:00,2023-05-31 10:00:00,379,DEV2549,SEO,IE,M,43,192.168.77.245,0
73918,2023-03-12 00:00:00,2023-06-03 10:00:00,105,DEV5934,Ads,Chrome,F,50,192.168.1.94,0
24973,2023-07-29 00:00:00,2023-03-03 05:00:00,386,DEV3666,SEO,IE,F,21,192.168.177.50,0
81155,2023-07-03 00:00:00,2023-08-10 00:00:00,452,DEV3453,SEO,Safari,M,64,192.168.217.1,0
69500,2023-02-10 00:00:00,2023-02-20 21:00:00,224,DEV2567,SEO,Chrome,M,55,192.168.168.237,0
46575,2023-09-17 00:00:00,2023-11-10 20:00:00,240,DEV4752,Direct,IE,M,41,192.168.63.171,0
52261,2023-03-25 00:00:00,2023-04-11 08:00:00,67,DEV9479,SEO,FireFox,M,48,192.168.51.36,0
37716,2023-02-15 00:00:00,2023-02-18 06:00:00,403,DEV3473,Ads,Safari,M,51,192.168.65.231,0
13236,2023-06-08 00:00:00,2023-01-23 05:00:00,414,DEV1435,SEO,IE,M,51,192.168.91.183,0
25848,2023-01-07 00:00:00,2023-04-16 22:00:00,193,DEV7224,SEO,Safari,F,19,192.168.22.198,0
12352,2023-05-16 00:00:00,2023-04-29 09:00:00,291,DEV3405,Ads,Chrome,M,60,192.168.166.231,0
11932,2023-07-02 00:00:00,2023-04-24 04:00:00,280,DEV9446,SEO,IE,M,25,192.168.115.85,0
86449,2023-07-16 00:00:00,2023-08-29 00:00:00,218,DEV2834,Ads,Chrome,F,38,192.168.59.55,0
18556,2023-06-21 00:00:00,2023-02-22 14:00:00,172,DEV8042,SEO,Chrome,F,29,192.168.119.163,0
96836,2023-10-03 00:00:00,2023-08-07 04:00:00,98,DEV9656,Ads,FireFox,M,53,192.168.128.97,0
15498,2023-03-19 00:00:00,2023-04-08 19:00:00,280,DEV5351,Ads,IE,M,18,192.168.3.40,0
